virus tax id	virus name	virus lineage	refseq id	KEGG GENOME	KEGG DISEASE	DISEASE	host tax id	host name	host lineage	pmid	evidence
1112770	Actinidia virus B	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; Trivirinae; Vitivirus	NC_016404				3625	Actinidia chinensis	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Ericales; Actinidiaceae; Actinidia		RefSeq
1112770	Actinidia virus B	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; Trivirinae; Vitivirus	NC_016404				200313	Nicotiana occidentalis	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana		RefSeq
1331744	Actinidia virus X	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Alphaflexiviridae; Potexvirus; unclassified Potexvirus	NC_028649				78511	Ribes nigrum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Saxifragales; Grossulariaceae; Ribes	26586329	Literature, RefSeq
338473	Actinomyces virus Av1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Picovirinae; unassigned Picovirinae	NC_009643				1655	Actinomyces naeslundii	Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces		RefSeq
279303	Actinoplanes phage phiAsp2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_005885				442459	Actinoplanes sp. SN223/29	Bacteria; Actinobacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Actinoplanes		RefSeq
92444	Acute bee paralysis virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Dicistroviridae; Aparavirus	NC_002548				7460	Apis mellifera	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Hymenoptera; Apocrita; Aculeata; Apoidea; Apidae; Apinae; Apini; Apis		RefSeq, UniProt
340187	Acyrthosiphon pisum virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; unclassified ssRNA positive-strand viruses	NC_003780				7029	Acyrthosiphon pisum	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Aphidomorpha; Aphidoidea; Aphididae; Aphidinae; Macrosiphini; Acyrthosiphon	9400608	Literature
1611877	Adana virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Phenuiviridae; Phlebovirus; Salehabad phlebovirus	NC_029127, NC_029128, NC_029129				13203	Phlebotomus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Psychodomorpha; Psychodoidea; Psychodidae; Phlebotominae		RefSeq
1611877	Adana virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Bunyavirales; Phenuiviridae; Phlebovirus; Salehabad phlebovirus	NC_029127, NC_029128, NC_029129				44556	Phlebotomus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Psychodomorpha; Psychodoidea; Psychodidae; Phlebotominae; Phlebotomus		RefSeq
31612	Adelaide River virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Ephemerovirus; Adelaide River ephemerovirus	NC_028246				9913	Bos taurus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Bovinae; Bos		RefSeq, UniProt
31612	Adelaide River virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Ephemerovirus; Adelaide River ephemerovirus	NC_028246				9970	Syncerus caffer	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Bovinae; Syncerus		UniProt
31612	Adelaide River virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Ephemerovirus; Adelaide River ephemerovirus	NC_028246				58271	Culicoides	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Chironomoidea; Ceratopogonidae; Ceratopogoninae; Culicoidini; Culicoides		UniProt
31612	Adelaide River virus	Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Rhabdoviridae; Ephemerovirus; Adelaide River ephemerovirus	NC_028246				89462	Bubalus bubalis	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Bovinae; Bubalus		UniProt
1590650	Adelie penguin polyomavirus	Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Gammapolyomavirus; Pygoscelis adeliae polyomavirus 1	NC_026141				9238	Pygoscelis adeliae	Eukaryota; Metazoa; Chordata; Craniata; Aves; Neognathae; Sphenisciformes; Spheniscidae; Pygoscelis		RefSeq
1930920	Adelphocoris suturalis virus	Viruses; unclassified RNA viruses	NC_032728				323751	Adelphocoris suturalis	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Cimicoidea; Miridae; Mirinae; Mirini; Adelphocoris		
85106	Adeno-associated virus - 1	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_002077				9544	Macaca mulatta	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	16557905	Literature
85106	Adeno-associated virus - 1	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_002077				60711	Chlorocebus sabaeus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Chlorocebus	16557905	Literature
10804	Adeno-associated virus - 2	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_001401				9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	25127256	Literature
10804	Adeno-associated virus - 2	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_001401				40674	Mammalia	Eukaryota; Metazoa; Chordata; Craniata		UniProt
46350	Adeno-associated virus - 3	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_001729				9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	8661429	Literature
57579	Adeno-associated virus - 4	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_001829				9544	Macaca mulatta	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	16557905	Literature
57579	Adeno-associated virus - 4	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_001829				9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	16557905	Literature
57579	Adeno-associated virus - 4	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A	NC_001829				60711	Chlorocebus sabaeus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Chlorocebus	16557905	Literature
82300	Adeno-associated virus - 5	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus B	NC_006152				9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	9882336	Literature
68558	Adeno-associated virus - 6	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A; Adeno-associated virus - 1	AF028704				9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	9420229	Literature
202812	Adeno-associated virus - 7	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A; Adeno-associated virus - 4	NC_006260				9544	Macaca mulatta	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	12192090	Literature, RefSeq
202813	Adeno-associated virus - 8	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A; Adeno-associated virus - 4	NC_006261				9544	Macaca mulatta	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Macaca	12192090	Literature, RefSeq
68742	Adeno-associated virus 3B	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus A; Adeno-associated virus - 3	AF028705				9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	9420229	Literature
296148	Adeno-associated virus-Go.1	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; Adeno-associated dependoparvovirus B; Bovine adeno-associated virus; Caprine adeno-associated virus	DQ335246				9925	Capra hircus	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Ruminantia; Pecora; Bovidae; Caprinae; Capra	16926042	Literature
1293540	Adoxophyes honmai entomopoxvirus 'L'	Viruses; dsDNA viruses, no RNA stage; Poxviridae; Entomopoxvirinae; Betaentomopoxvirus; Adoxophyes honmai entomopoxvirus	NC_021247				85585	Adoxophyes honmai	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Tortricoidea; Tortricidae; Tortricinae; Archipini; Adoxophyes	23678178	Literature, RefSeq
224399	Adoxophyes honmai nucleopolyhedrovirus	Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Alphabaculovirus	NC_004690				85585	Adoxophyes honmai	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Tortricoidea; Tortricidae; Tortricinae; Archipini; Adoxophyes		UniProt
170617	Adoxophyes orana granulovirus	Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Betabaculovirus	NC_005038				85584	Adoxophyes	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Tortricoidea; Tortricidae; Tortricinae; Archipini		UniProt
542343	Adoxophyes orana nucleopolyhedrovirus	Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Alphabaculovirus; unclassified Alphabaculovirus	NC_011423				480707	Adoxophyes orana	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Neolepidoptera; Heteroneura; Tortricoidea; Tortricidae; Tortricinae; Archipini; Adoxophyes		RefSeq
335103	Adult diarrheal rotavirus strain J19	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Rotavirus; Rotavirus H	NC_007548, NC_007549, NC_007550, NC_007551, NC_007552, NC_007553, NC_007554, NC_007555, NC_007556, NC_007557, NC_007558	T40093	H00975, H01430	Rotaviral enteritis; Rotaviral gastroenteritis, Viral gastroenteritis	9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt
1513196	Aedes aegypti densovirus 2	Viruses; ssDNA viruses; Parvoviridae; Densovirinae; Brevidensovirus; Dipteran brevidensovirus 1; Aedes albopictus densovirus	NC_012636				7159	Aedes aegypti	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Aedes; Stegomyia		RefSeq
2010265	Aedes alboannulatus toti-like virus 1	Viruses; unclassified viruses	NC_035130				644619	Ochlerotatus camptorhynchus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Ochlerotatus; Ochlerotatus		RefSeq
1513199	Aedes albopictus densovirus 2	Viruses; ssDNA viruses; Parvoviridae; Densovirinae; Brevidensovirus; Dipteran brevidensovirus 2	NC_004285				7160	Aedes albopictus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Aedes; Stegomyia	8178459	Literature
2010268	Aedes camptorhynchus negev-like virus	Viruses; unclassified viruses	NC_035128				644619	Ochlerotatus camptorhynchus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Ochlerotatus; Ochlerotatus		RefSeq
2010269	Aedes camptorhynchus reo-like virus	Viruses; unclassified viruses	NC_035216, NC_035217, NC_035222, NC_035223				644619	Ochlerotatus camptorhynchus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Ochlerotatus; Ochlerotatus		RefSeq
2010266	Aedes camptorhynchus toti-like virus 1	Viruses; unclassified viruses	NC_035131				644619	Ochlerotatus camptorhynchus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Ochlerotatus; Ochlerotatus		RefSeq
390845	Aedes flavivirus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Flaviviridae; Flavivirus; unclassified Flavivirus	NC_012932				7160	Aedes albopictus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Aedes; Stegomyia		RefSeq
341721	Aedes pseudoscutellaris reovirus	Viruses; dsRNA viruses; Reoviridae; Spinareovirinae; Dinovernavirus	NC_007666, NC_007667, NC_007668, NC_007669, NC_007670, NC_007671, NC_007672, NC_007673, NC_007674				316597	Aedes pseudoscutellaris	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Aedes; Stegomyia		UniProt
386586	Aedes taeniorhynchus iridescent virus	Viruses; dsDNA viruses, no RNA stage; Iridoviridae; Betairidovirinae; Chloriridovirus; Invertebrate iridescent virus 3	DQ643392				329105	Ochlerotatus taeniorhynchus	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicomorpha; Culicoidea; Culicidae; Culicinae; Aedini; Ochlerotatus; Ochlerotatus		RefSeq
1198014	Aeromonas phage Aes012	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Secunda5virus; Aeromonas virus Aes12	NC_020879				647	Aeromonas sp.	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas		RefSeq
1198013	Aeromonas phage Aes508	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Secunda5virus; Aeromonas virus Aes508	NC_019543				645	Aeromonas salmonicida	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas		RefSeq
1204516	Aeromonas phage CC2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus	NC_019538				644	Aeromonas hydrophila	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas		RefSeq
1505227	Aeromonas phage pAh6-C	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae	NC_025459				644	Aeromonas hydrophila	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas		RefSeq
879628	Aeromonas phage phiAS4	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Secunda5virus; Aeromonas virus AS4	NC_014635				645	Aeromonas salmonicida	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas		RefSeq
879630	Aeromonas phage phiAS5	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus	NC_014636				645	Aeromonas salmonicida	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas		RefSeq
1141132	Aeromonas phage phiAS7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; unclassified Autographivirinae	NC_019528				29491	Aeromonas salmonicida subsp. salmonicida	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; Aeromonas salmonicida		RefSeq
754050	Aeromonas phage pIS4-A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Pis4avirus; Aeromonas virus pIS4A	JF974294				728059	Aeromonas sp. IS4	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas		RefSeq
926067	Aeromonas phage PX29	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus	NC_023688				645	Aeromonas salmonicida	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	21029436	Literature, RefSeq
1127514	Aeromonas phage vB_AsaM-56	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae	NC_019527				645	Aeromonas salmonicida	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas		RefSeq
233894	Aeromonas virus 25	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Secunda5virus	NC_008208				645	Aeromonas salmonicida	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas		RefSeq
321023	Aeromonas virus 31	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Secunda5virus	NC_007022				645	Aeromonas salmonicida	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas		RefSeq
115987	Aeromonas virus 44RR2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Biquartavirus	NC_005135				645	Aeromonas salmonicida	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas		RefSeq
260149	Aeromonas virus 65	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unassigned Tevenvirinae	NC_015251				645	Aeromonas salmonicida	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	16828113, 21029436	Literature, RefSeq
227470	Aeromonas virus Aeh1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unassigned Tevenvirinae	NC_005260				644	Aeromonas hydrophila	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas		RefSeq
393598	Aeromonas virus phiO18P	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Peduovirinae; Hp1virus	NC_009542				651	Aeromonas media	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas		RefSeq
1157339	Aeropyrum coil-shaped virus	Viruses; ssDNA viruses; Spiraviridae; Alphaspiravirus	HE681887				56636	Aeropyrum pernix	Archaea; Crenarchaeota; Thermoprotei; Desulfurococcales; Desulfurococcaceae; Aeropyrum		RefSeq
1032474	Aeropyrum pernix ovoid virus 1	Viruses; dsDNA viruses, no RNA stage; Guttaviridae; Betaguttavirus	NC_028256				56636	Aeropyrum pernix	Archaea; Crenarchaeota; Thermoprotei; Desulfurococcales; Desulfurococcaceae; Aeropyrum	21784945	Literature, UniProt
1032474	Aeropyrum pernix ovoid virus 1	Viruses; dsDNA viruses, no RNA stage; Guttaviridae; Betaguttavirus	NC_028256				272557	Aeropyrum pernix K1	Archaea; Crenarchaeota; Thermoprotei; Desulfurococcales; Desulfurococcaceae; Aeropyrum		RefSeq
1032473	Aeropyrum pernix spindle-shaped virus 1	Viruses; unclassified archaeal viruses	NC_028268				56636	Aeropyrum pernix	Archaea; Crenarchaeota; Thermoprotei; Desulfurococcales; Desulfurococcaceae; Aeropyrum	21784945	Literature
1032473	Aeropyrum pernix spindle-shaped virus 1	Viruses; unclassified archaeal viruses	NC_028268				272557	Aeropyrum pernix K1	Archaea; Crenarchaeota; Thermoprotei; Desulfurococcales; Desulfurococcaceae; Aeropyrum		RefSeq
2003501	African bat icavirus PREDICT-06105	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Picornaviridae; Mischivirus; Mischivirus C	NC_026470				584996	Hipposideros gigas	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Chiroptera; Microchiroptera; Hipposideridae; Hipposideros		RefSeq
1124179	African cassava mosaic Burkina Faso virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; African cassava mosaic virus	HE616777				3983	Manihot esculenta	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Malpighiales; Euphorbiaceae; Crotonoideae; Manihoteae; Manihot		RefSeq
10817	African cassava mosaic virus	Viruses; ssDNA viruses; Geminiviridae; Begomovirus	NC_001467, NC_001468				3983	Manihot esculenta	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Malpighiales; Euphorbiaceae; Crotonoideae; Manihoteae; Manihot		RefSeq
685973	African cassava mosaic virus-cotton	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; African cassava mosaic virus	FJ751234				34289	Gossypium lobatum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Malvales; Malvaceae; Malvoideae; Gossypium		RefSeq
222064	African cassava mosaic virus-[Cameroon]	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; African cassava mosaic virus	AF112352, AF112353				3983	Manihot esculenta	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; rosids; Malpighiales; Euphorbiaceae; Crotonoideae; Manihoteae; Manihot	10640569	Literature
222064	African cassava mosaic virus-[Cameroon]	Viruses; ssDNA viruses; Geminiviridae; Begomovirus; African cassava mosaic virus	AF112352, AF112353				4100	Nicotiana benthamiana	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana	10640569	Literature
1963256	African eggplant yellowing virus	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Luteoviridae; Polerovirus; unclassified Polerovirus	NC_034207				205524	Solanum aethiopicum	Eukaryota; Viridiplantae; Streptophyta; Streptophytina; asterids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum		RefSeq
1399914	African elephant polyomavirus 1	Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Betapolyomavirus; Loxodonta africana polyomavirus 1	NC_022519				9785	Loxodonta africana	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Afrotheria; Proboscidea; Elephantidae; Loxodonta		RefSeq
12480	African green monkey polyomavirus	Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; unclassified Polyomaviridae	NC_004763				9534	Chlorocebus aethiops	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Chlorocebus		UniProt
338079	African green monkey simian foamy virus	Viruses; Retro-transcribing viruses; Retroviridae; Spumaretrovirinae; Spumavirus	NC_010820				9534	Chlorocebus aethiops	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Chlorocebus		UniProt
338079	African green monkey simian foamy virus	Viruses; Retro-transcribing viruses; Retroviridae; Spumaretrovirinae; Spumavirus	NC_010820				9606	Homo sapiens	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt
40050	African horse sickness virus	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NC_005996, NC_006009, NC_006011, NC_006012, NC_006016, NC_006017, NC_006018, NC_006019, NC_006020, NC_006021				8835	Anas	Eukaryota; Metazoa; Chordata; Craniata; Aves; Neognathae; Anseriformes; Anatidae; Anatinae		UniProt
40050	African horse sickness virus	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NC_005996, NC_006009, NC_006011, NC_006012, NC_006016, NC_006017, NC_006018, NC_006019, NC_006020, NC_006021				9615	Canis lupus familiaris	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Carnivora; Caniformia; Canidae; Canis; Canis lupus	15236676	Literature, UniProt
40050	African horse sickness virus	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NC_005996, NC_006009, NC_006011, NC_006012, NC_006016, NC_006017, NC_006018, NC_006019, NC_006020, NC_006021				9785	Loxodonta africana	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Afrotheria; Proboscidea; Elephantidae; Loxodonta		UniProt
40050	African horse sickness virus	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NC_005996, NC_006009, NC_006011, NC_006012, NC_006016, NC_006017, NC_006018, NC_006019, NC_006020, NC_006021				9790	Equus burchellii	Eukaryota; Metazoa; Chordata; Craniata; Mammalia; Laurasiatheria; Perissodactyla; Equidae; Equus; Hippotigris		UniProt
